OD,Dia.,Lg. Max,Min.,Max.,"Rate, lbs./mm",Rate N/mm,Material,Pkg. Qty.,Part Number,Pkg.,Lg.
25.4,3.175,285.242,5.09,33.36,0.344370079,1.531834428,316 Stainless Steel,1,4992N85,26.9,203.20
25.4,3.175,352.806,5.09,56.54,0.344370079,1.531834428,302 Stainless Steel,1,7749N913,24.27,203.20
25.4,3.429,325.628,6.3,69.96,0.521456693,2.319554933,302 Stainless Steel,1,7749N914,23.88,203.20
31.75,5.2578,234.442,65.96,152.94,2.785433071,12.39022359,302 Stainless Steel,1,94135K172,38.96,203.20
38.1,3.175,530.606,3.5,38.85,0.108228346,0.48142367,302 Stainless Steel,1,7749N916,26,203.20
38.1,4.4958,341.63,9.14,101.54,0.665748031,2.961394784,302 Stainless Steel,1,7749N918,32.26,203.20
25.4,2.667,341.122,7.52,23.43,0.127165354,0.565659678,302 Stainless Steel,1,94135K198,18.09,215.90
47.625,6.1722,279.654,58.5,155.18,1.684645669,7.49367728,302 Stainless Steel,1,94135K118,46.38,222.25
25.4,2.413,416.052,2.25,15.16,0.068858268,0.306296835,316 Stainless Steel,1,4992N854,22.8,228.60
25.4,2.413,557.784,2.25,24.99,0.068858268,0.306296835,302 Stainless Steel,1,7749N924,18.58,228.60
25.4,2.667,501.142,3.17,35.19,0.118070866,0.525205379,302 Stainless Steel,1,7749N925,20.59,228.60
25.4,2.921,345.44,4.08,26.29,0.19019685,0.846037741,316 Stainless Steel,1,4992N856,26.39,228.60
25.4,2.921,444.754,4.08,45.23,0.19019685,0.846037741,302 Stainless Steel,1,7749N926,20.59,228.60
25.4,3.175,324.358,5.09,33.36,0.29515748,1.312925884,316 Stainless Steel,1,4992N857,28.29,228.60
25.4,3.175,402.336,5.09,56.54,0.29515748,1.312925884,302 Stainless Steel,1,7749N927,23.78,228.60
25.4,3.429,307.086,6.3,41.54,0.449291339,1.998547444,316 Stainless Steel,1,4992N858,33.3,228.60
25.4,3.7592,290.576,8.06,53.88,0.737913386,3.282402273,316 Stainless Steel,1,4992N859,32.1,228.60
25.4,3.7592,339.09,8.06,89.61,0.737913386,3.282402273,302 Stainless Steel,1,7749N929,29.44,228.60
44.45,3.7592,393.7,4.82,28.65,0.144291339,0.641839851,316 Stainless Steel,1,4992N86,41.96,228.60
44.45,3.7592,567.182,4.82,53.59,0.144291339,0.641839851,302 Stainless Steel,1,7749N93,35.81,228.60
44.45,4.4958,333.756,7.91,46.58,0.367322835,1.633933373,316 Stainless Steel,1,4992N861,48.38,228.60
44.45,5.2578,298.704,12.15,70.59,0.832992126,3.70533358,316 Stainless Steel,1,4992N862,51.82,228.60
50.8,5.2578,413.766,10.73,119.22,0.587047244,2.61131624,302 Stainless Steel,1,7749N934,43.78,228.60
28.575,3.7592,352.044,23.24,68.3,0.459055118,2.041978899,302 Stainless Steel,1,94135K603,24.85,254.00
50.8,4.4958,577.342,6.97,77.43,0.216456693,0.96284734,302 Stainless Steel,1,7749N348,39.96,254.00
50.8,5.2578,355.6,10.73,60.75,0.491929134,2.188209806,316 Stainless Steel,1,4992N459,62.58,254.00
50.8,5.2578,473.964,10.73,119.22,0.491929134,2.188209806,302 Stainless Steel,1,7749N349,44.6,254.00
3.175,0.3556,523.24,0.15,0.63,0.001968504,0.008756342,302 Stainless Steel,3,3932K42,18.56,279.40
4.7752,0.635,426.974,0.68,2.25,0.010629921,0.047284246,302 Stainless Steel,1,3932K41,6.21,279.40
6.35,0.7874,451.104,0.91,3.14,0.012992126,0.057791856,302 Stainless Steel,1,3932K15,6.67,279.40
9.525,0.7874,776.224,0.39,2.15,0.003543307,0.015761415,302 Stainless Steel,1,3932K16,6.9,279.40
9.525,1.1938,429.26,2.14,6.86,0.031496063,0.140101468,302 Stainless Steel,1,3932K47,6.71,279.40
12.7,1.1938,683.26,0.31,5.24,0.012204724,0.054289319,302 Stainless Steel,1,3932K52,7.38,279.40
12.7,1.3716,564.388,0.63,7.7,0.02480315,0.110329906,302 Stainless Steel,1,3932K53,8.97,279.40
12.7,1.5748,467.36,1.34,11.26,0.052755906,0.234669959,302 Stainless Steel,1,3932K54,10.43,279.40
15.875,1.5748,549.656,2.33,9.14,0.02519685,0.112081175,302 Stainless Steel,1,3932K59,10.7,279.40
15.875,2.032,398.526,6.45,18.32,0.099606299,0.443070893,302 Stainless Steel,1,3932K31,14.35,279.40
19.05,1.1938,1270,0.43,3.55,0.003149606,0.014010147,302 Stainless Steel,1,3932K55,14.2,279.40
19.05,1.5748,712.724,1.54,7.68,0.014173228,0.063045661,302 Stainless Steel,1,3932K26,12.16,279.40
19.05,2.032,479.552,4.51,15.46,0.054724409,0.243426301,302 Stainless Steel,1,3932K27,11.97,279.40
19.05,2.3114,410.718,7.54,21.92,0.109448819,0.486852602,302 Stainless Steel,1,3932K28,14.29,279.40
25.4,1.5748,1141.222,0.73,5.82,0.005905512,0.026269025,302 Stainless Steel,1,3932K62,14.73,279.40
25.4,2.032,704.85,2.38,11.76,0.022047244,0.098071028,302 Stainless Steel,1,3932K33,15.5,279.40
25.4,2.3114,569.976,4.15,16.73,0.043307087,0.192639519,302 Stainless Steel,1,3932K34,17.6,279.40
25.4,2.667,462.788,7.52,24.64,0.093307087,0.4150506,302 Stainless Steel,1,3932K35,19.41,279.40
25.4,2.667,493.522,7.52,23.43,0.084251969,0.374771427,302 Stainless Steel,1,94135K202,20.88,304.80
31.75,4.1148,425.196,27.07,78.61,0.427952756,1.903628699,302 Stainless Steel,1,94135K472,29.5,304.80
26.1874,2.667,723.646,6.78,23.94,0.054724409,0.243426301,302 Stainless Steel,1,94135K839,29.32,406.40
1.6002,0.1778,13.716,0.03,0.32,0.039370079,0.175126835,Music-Wire Steel,5,7383N112,12.78,6.35
1.6002,0.2286,10.16,0.06,0.62,0.145669291,0.64796929,Music-Wire Steel,5,7383N124,13,6.35
1.6002,0.2794,8.636,0.1,1.09,0.437007874,1.943907871,Music-Wire Steel,5,7383N131,12.35,6.35
1.6002,0.2032,15.24,0.04,0.45,0.05511811,0.245177569,Music-Wire Steel,5,7383N118,13,7.87
1.6002,0.2286,13.208,0.06,0.62,0.106299213,0.472842455,Music-Wire Steel,5,7383N125,12.38,7.87
1.6002,0.2794,11.176,0.1,1.09,0.311023622,1.383501998,Music-Wire Steel,5,7383N132,12.78,7.87
1.6002,0.1778,23.622,0.03,0.32,0.019685039,0.087563418,Music-Wire Steel,5,7383N114,13,9.65
2.3876,0.254,21.336,0.05,0.6,0.047244094,0.210152202,Music-Wire Steel,5,7383N138,12.78,9.65
2.3876,0.3048,16.764,0.1,1,0.125984252,0.560405873,Music-Wire Steel,5,7383N152,12.75,9.65
2.3876,0.3302,15.24,0.1,1.15,0.181102362,0.805583442,Music-Wire Steel,5,7383N158,13,9.65
3.048,0.4064,14.478,0.2,1.6,0.311023622,1.383501998,Music-Wire Steel,5,7383N187,10.15,9.65
3.048,0.4572,13.208,0.2,2.2,0.566929134,2.521826428,Music-Wire Steel,5,7383N198,9.97,9.65
1.6002,0.1778,28.448,0.03,0.32,0.015748031,0.070050734,Music-Wire Steel,5,7383N115,13,11.18
2.3876,0.254,26.162,0.05,0.6,0.035433071,0.157614152,Music-Wire Steel,5,7383N139,12.53,11.18
2.3876,0.2794,22.098,0.06,0.7,0.059055118,0.262690253,Music-Wire Steel,5,7383N146,13,11.18
2.3876,0.3048,20.828,0.1,1,0.094488189,0.420304405,Music-Wire Steel,5,7383N153,13,11.18
2.3876,0.3302,18.542,0.1,1.15,0.141732283,0.630456607,Music-Wire Steel,5,7383N159,13,11.18
2.3876,0.3556,17.272,0.17,1.5,0.216535433,0.963197594,Music-Wire Steel,5,7383N166,13,11.18
1.6002,0.1778,33.274,0.03,0.32,0.015748031,0.070050734,Music-Wire Steel,5,7383N116,13,12.70
1.6002,0.2032,26.67,0.04,0.45,0.027559055,0.122588785,Music-Wire Steel,5,7383N121,12.3,12.70
1.6002,0.2794,18.796,0.1,1.09,0.161417323,0.718020025,Music-Wire Steel,5,7383N135,13,12.70
2.3876,0.254,31.242,0.05,0.6,0.031496063,0.140101468,Music-Wire Steel,5,7383N14,12.53,12.70
2.3876,0.2794,26.162,0.06,0.7,0.047244094,0.210152202,Music-Wire Steel,5,7383N147,13,12.70
2.3876,0.3048,24.13,0.1,1,0.078740157,0.35025367,Music-Wire Steel,5,7383N154,12.78,12.70
2.3876,0.4064,18.034,0.19,2.15,0.362204724,1.611166884,Music-Wire Steel,5,7383N174,12.78,12.70
3.048,0.4064,20.828,0.2,1.6,0.181102362,0.805583442,Music-Wire Steel,5,7383N188,9.85,12.70
3.048,0.4572,18.796,0.2,2.2,0.338582677,1.506090783,Music-Wire Steel,5,7383N199,10.15,12.70
3.048,0.508,17.272,0.3,3,0.594488189,2.644415212,Music-Wire Steel,5,7383N211,9.97,12.70
4.572,0.5588,18.542,0.2,2.6,0.413385827,1.83883177,Music-Wire Steel,5,7383N263,14.5,12.70
4.572,0.7874,15.494,0.6,6.8,2.338582677,10.40253401,Music-Wire Steel,5,7383N311,14.25,12.70
2.3876,0.254,40.64,0.05,0.6,0.023622047,0.105076101,Music-Wire Steel,5,7383N141,12.78,15.75
2.3876,0.4064,23.114,0.19,2.15,0.267716535,1.19086248,Music-Wire Steel,5,7383N175,13,15.75
3.048,0.508,22.098,0.3,3,0.42519685,1.891369821,Music-Wire Steel,5,7383N212,9.85,15.75
3.048,0.5588,20.574,0.35,3.89,0.720472441,3.204821085,Music-Wire Steel,5,7383N222,10.15,15.75
4.572,0.3556,44.45,0.07,0.77,0.023622047,0.105076101,Music-Wire Steel,5,7383N234,14.25,15.75
4.572,0.4572,31.75,0.14,1.55,0.086614173,0.385279038,Music-Wire Steel,5,7383N239,14.5,15.75
4.572,0.508,28.194,0.19,2.08,0.149606299,0.665481974,Music-Wire Steel,5,7383N251,14.75,15.75
4.572,0.5588,25.654,0.2,2.6,0.248031496,1.103299062,Music-Wire Steel,5,7383N264,14.25,15.75
4.572,0.7366,20.828,0.52,5.82,1.043307087,4.640861134,Music-Wire Steel,5,7383N299,14.25,15.75
4.572,0.8636,19.05,0.81,8.97,2.433070866,10.82283842,Music-Wire Steel,5,7383N325,14.25,15.75
6.096,0.4572,32.512,0.11,1.18,0.062992126,0.280202936,Music-Wire Steel,5,7383N338,14.75,15.75
6.096,0.5588,26.924,0.19,2.07,0.169291339,0.753045392,Music-Wire Steel,5,7383N347,13.97,15.75
6.096,0.8636,20.32,0.65,7,1.417322835,6.304566069,Music-Wire Steel,5,7383N41,14.72,15.75
6.096,0.9398,19.558,0.8,8.7,2.153543307,9.579437888,Music-Wire Steel,5,7383N428,14.5,15.75
2.3876,0.3048,31.877,0.13,1.02,0.056692913,0.252182643,Black-Oxide Music-Wire Steel,6,3114T25,12,15.88
2.3876,0.3048,33.909,0.1,1.16,0.059055118,0.262690253,Zinc-Plated Music-Wire Steel,6,9432K21,12.15,15.88
1.6002,0.2286,35.56,0.06,0.62,0.035433071,0.157614152,Music-Wire Steel,5,7383N13,13,19.05
1.6002,0.2794,28.956,0.1,1.09,0.098425197,0.437817088,Music-Wire Steel,5,7383N137,13,19.05
2.3876,0.254,50.8,0.05,0.6,0.015748031,0.070050734,Music-Wire Steel,5,7383N142,13,19.05
2.3876,0.3302,34.29,0.1,1.15,0.066929134,0.29771562,Music-Wire Steel,5,7383N162,13,19.05
3.048,0.3556,40.132,0.1,1.12,0.047244094,0.210152202,Music-Wire Steel,5,7383N18,9.97,19.05
3.048,0.4064,34.036,0.2,1.6,0.098425197,0.437817088,Music-Wire Steel,5,7383N19,9.85,19.05
3.048,0.508,27.432,0.3,3,0.326771654,1.453552733,Music-Wire Steel,5,7383N213,10.15,19.05
3.048,0.5588,25.4,0.35,3.89,0.551181102,2.451775693,Music-Wire Steel,5,7383N223,9.77,19.05
4.572,0.3556,60.96,0.07,0.77,0.015748031,0.070050734,Music-Wire Steel,5,7383N235,14.5,19.05
4.572,0.4572,42.164,0.14,1.55,0.059055118,0.262690253,Music-Wire Steel,5,7383N24,14.5,19.05
4.572,0.508,37.084,0.19,2.08,0.106299213,0.472842455,Music-Wire Steel,5,7383N252,13.97,19.05
4.572,0.6096,30.48,0.31,3.45,0.271653543,1.208375163,Music-Wire Steel,5,7383N275,14.8,19.05
4.572,0.6604,28.448,0.4,4.2,0.417322835,1.856344454,Music-Wire Steel,5,7383N288,14.77,19.05
4.572,0.8636,23.622,0.81,8.97,1.75984252,7.828169536,Music-Wire Steel,5,7383N326,14.5,19.05
6.096,0.4572,49.784,0.11,1.18,0.035433071,0.157614152,Music-Wire Steel,5,7383N339,14.25,19.05
6.096,0.5588,38.862,0.19,2.07,0.094488189,0.420304405,Music-Wire Steel,5,7383N348,14.5,19.05
6.096,0.6604,32.766,0.3,3.3,0.220472441,0.980710277,Music-Wire Steel,5,7383N362,14.75,19.05
6.096,0.7366,29.718,0.4,4.5,0.385826772,1.716242985,Music-Wire Steel,5,7383N377,14.25,19.05
6.096,0.7874,28.194,0.5,5.3,0.543307087,2.416750326,Music-Wire Steel,5,7383N395,14.25,19.05
6.096,0.8636,26.416,0.65,7,0.87007874,3.870303059,Music-Wire Steel,5,7383N411,14.25,19.05
6.096,0.9398,24.892,0.8,8.7,1.350393701,6.006850449,Music-Wire Steel,5,7383N429,13.97,19.05
6.096,1.0414,23.622,1.05,11.65,2.303149606,10.24491986,Music-Wire Steel,5,7383N444,14.25,19.05
7.62,0.9398,25.654,0.65,7.2,1,4.448221615,Music-Wire Steel,5,7383N471,14.25,19.05
9.525,1.0414,23.622,0.9,7.8,1.496062992,6.654819739,Zinc-Plated Music-Wire Steel,3,9432K134,8.96,19.05
9.144,0.7874,35.56,0.33,3.69,0.248031496,1.103299062,Music-Wire Steel,5,5667N428,14.33,22.10
2.3876,0.3556,37.846,0.17,1.5,0.086614173,0.385279038,Music-Wire Steel,5,7383N17,13,22.35
3.048,0.3556,48.768,0.1,1.12,0.039370079,0.175126835,Music-Wire Steel,5,7383N181,9.97,22.35
4.572,0.4572,52.832,0.14,1.55,0.047244094,0.210152202,Music-Wire Steel,5,7383N241,14.5,22.35
4.572,0.6096,37.338,0.31,3.45,0.208661417,0.928172227,Music-Wire Steel,5,7383N276,14.25,22.35
4.572,0.8636,28.194,0.81,8.97,1.377952756,6.129439234,Music-Wire Steel,5,7383N327,14.75,22.35
6.096,0.4572,68.072,0.11,1.18,0.023622047,0.105076101,Music-Wire Steel,5,7383N34,14.25,22.35
6.096,0.5588,50.8,0.19,2.07,0.066929134,0.29771562,Music-Wire Steel,5,7383N349,14.77,22.35
6.096,0.7366,37.338,0.4,4.5,0.275590551,1.225887847,Music-Wire Steel,5,7383N378,14.5,22.35
6.096,0.7874,35.052,0.5,5.3,0.38976378,1.733755669,Music-Wire Steel,5,7383N396,15.45,22.35
6.096,0.8636,32.004,0.65,7,0.62992126,2.802029364,Music-Wire Steel,5,7383N412,14.72,22.35
2.3876,0.254,68.326,0.05,0.6,0.011811024,0.052538051,Music-Wire Steel,5,7383N144,13,25.40
2.3876,0.2794,59.182,0.06,0.7,0.019685039,0.087563418,Music-Wire Steel,5,7383N151,12.75,25.40
2.3876,0.3048,53.34,0.1,1,0.031496063,0.140101468,Music-Wire Steel,5,7383N157,13,25.40
3.048,0.3556,56.642,0.1,1.12,0.031496063,0.140101468,Music-Wire Steel,5,7383N182,9.82,25.40
3.048,0.4572,40.64,0.2,2.2,0.12992126,0.577918556,Music-Wire Steel,5,7383N203,9.97,25.40
3.048,0.508,36.83,0.3,3,0.236220472,1.050761011,Music-Wire Steel,5,7383N215,9.85,25.40
3.048,0.5588,34.544,0.35,3.89,0.381889764,1.698730302,Music-Wire Steel,5,7383N225,10.15,25.40
3.175,0.4064,50.8,0.22,1.74,0.057874016,0.257436448,Black-Oxide Music-Wire Steel,6,3114T3,16.35,25.40
3.175,0.4064,55.372,0.2,1.96,0.059055118,0.262690253,Zinc-Plated Music-Wire Steel,6,9432K23,12.41,25.40
4.572,0.3556,93.726,0.07,0.77,0.011811024,0.052538051,Music-Wire Steel,5,7383N236,14.75,25.40
4.572,0.4572,62.484,0.14,1.55,0.039370079,0.175126835,Music-Wire Steel,5,7383N242,14.25,25.40
4.572,0.508,54.102,0.19,2.08,0.066929134,0.29771562,Music-Wire Steel,5,7383N254,14.5,25.40
4.572,0.6096,43.434,0.31,3.45,0.173228346,0.770558075,Music-Wire Steel,5,7383N277,14.75,25.40
4.572,0.6604,39.878,0.4,4.2,0.267716535,1.19086248,Music-Wire Steel,5,7383N29,14.25,25.40
4.572,0.7366,36.322,0.52,5.82,0.480314961,2.13654739,Music-Wire Steel,5,7383N302,14.25,25.40
4.7752,0.5588,50.8,0.5,2.88,0.093700787,0.416801868,Black-Oxide Music-Wire Steel,6,3114T39,8.4,25.40
4.7752,0.5588,55.88,0.3,3.29,0.098425197,0.437817088,Zinc-Plated Music-Wire Steel,6,9432K26,7.34,25.40
6.096,0.4572,83.82,0.11,1.18,0.019685039,0.087563418,Music-Wire Steel,5,7383N341,14.75,25.40
6.096,0.5588,61.976,0.19,2.07,0.051181102,0.227664886,Music-Wire Steel,5,7383N35,14.25,25.40
6.096,0.7366,44.196,0.4,4.5,0.216535433,0.963197594,Music-Wire Steel,5,7383N379,14.25,25.40
6.096,0.7874,41.656,0.5,5.3,0.295275591,1.313451264,Music-Wire Steel,5,7383N397,14.25,25.40
6.096,0.8636,38.1,0.65,7,0.5,2.224110808,Music-Wire Steel,5,7383N413,14.72,25.40
6.096,0.9398,35.56,0.8,8.7,0.779527559,3.467511338,Music-Wire Steel,5,7383N43,14.5,25.40
6.096,1.0414,33.274,1.05,11.65,1.362204724,6.0593885,Music-Wire Steel,5,7383N445,14.7,25.40
6.35,0.6604,50.8,0.4,3.41,0.104724409,0.465837382,Black-Oxide Music-Wire Steel,6,3114T45,12,25.40
6.35,0.6604,57.658,0.4,3.99,0.11023622,0.490355139,Zinc-Plated Music-Wire Steel,6,9432K28,11.2,25.40
6.35,0.9398,38.1,1.06,9.41,0.66496063,2.957892247,Black-Oxide Music-Wire Steel,6,3114T57,12,25.40
6.35,0.9398,39.37,1,10.68,0.696850394,3.099744984,Zinc-Plated Music-Wire Steel,6,9432K35,11.2,25.40
7.62,0.7874,46.736,0.39,4.39,0.18503937,0.823096126,Music-Wire Steel,5,7383N46,13.97,25.40
7.62,0.9398,39.624,0.65,7.2,0.464566929,2.066496656,Music-Wire Steel,5,7383N472,14.7,25.40
7.62,1.2446,32.512,1.4,15.6,1.996062992,8.878930547,Music-Wire Steel,5,7383N483,14.5,25.40
7.62,1.397,30.734,1.92,21.31,3.673228346,16.33933373,Music-Wire Steel,5,7383N494,13.97,25.40
9.144,0.7874,51.308,0.33,3.69,0.125984252,0.560405873,Music-Wire Steel,5,7383N511,14.5,25.40
9.144,0.8636,44.45,0.43,4.78,0.228346457,1.015735644,Music-Wire Steel,5,7383N522,14.5,25.40
9.144,0.9398,42.672,0.5,5.9,0.311023622,1.383501998,Music-Wire Steel,5,7383N538,14.5,25.40
9.144,0.9906,39.624,0.63,7.02,0.452755906,2.013958605,Music-Wire Steel,5,7383N553,14.7,25.40
9.144,1.143,36.322,0.9,10.2,0.858267717,3.817765008,Music-Wire Steel,5,7383N58,14.25,25.40
9.144,1.2446,33.782,1.2,13.2,1.417322835,6.304566069,Music-Wire Steel,5,7383N597,14.25,25.40
9.144,1.4732,31.242,1.89,21.02,3.326771654,14.79821758,Music-Wire Steel,5,7383N631,14.77,25.40
9.525,0.7874,50.8,0.3,3.4,0.122047244,0.542893189,Zinc-Plated Music-Wire Steel,3,9432K126,9.11,25.40
9.525,0.9398,42.164,0.7,5.8,0.303149606,1.348476631,Zinc-Plated Music-Wire Steel,3,9432K128,9.05,25.40
9.525,1.0414,38.1,1,8.35,0.476771654,2.120785975,Black-Oxide Music-Wire Steel,6,3114T66,12.75,25.40
9.525,1.0414,42.926,0.9,9.71,0.5,2.224110808,Zinc-Plated Music-Wire Steel,6,9432K44,11.82,25.40
9.525,1.143,38.1,0.92,10.99,0.75984252,3.37994792,Black-Oxide Music-Wire Steel,6,3114T72,12,25.40
9.525,1.143,39.624,1.2,12.53,0.795275591,3.537562072,Zinc-Plated Music-Wire Steel,6,9432K54,11.2,25.40
9.525,1.2446,35.052,1.5,13,1.181102362,5.253805057,Zinc-Plated Music-Wire Steel,3,9432K145,7.84,25.40
11.0998,1.397,37.338,1.5,15,1.141732283,5.078678222,Zinc-Plated Music-Wire Steel,3,9432K158,8.57,25.40
12.7,1.143,33.274,0.7,7.5,0.858267717,3.817765008,Zinc-Plated Music-Wire Steel,3,9432K171,7.07,25.40
4.572,0.7366,41.402,0.52,5.82,0.409448819,1.821319087,Music-Wire Steel,5,7383N303,14.5,28.45
4.572,0.8636,36.83,0.81,8.97,0.984251969,4.378170881,Music-Wire Steel,5,7383N329,14.5,28.45
6.096,0.7366,51.308,0.4,4.5,0.177165354,0.788070759,Music-Wire Steel,5,7383N38,14.25,28.45
6.096,0.8636,43.688,0.65,7,0.417322835,1.856344454,Music-Wire Steel,5,7383N414,14.5,28.45
6.096,0.9398,40.894,0.8,8.7,0.645669291,2.872080098,Music-Wire Steel,5,7383N431,13.97,28.45
6.096,1.0414,37.846,1.05,11.65,1.137795276,5.061165539,Music-Wire Steel,5,7383N446,14.7,28.45
7.62,0.7874,55.626,0.39,4.39,0.145669291,0.64796929,Music-Wire Steel,5,7383N461,14.5,28.45
7.62,0.9398,46.228,0.65,7.2,0.37007874,1.646192251,Music-Wire Steel,5,7383N473,14.5,28.45
7.62,1.2446,37.338,1.4,15.6,1.614173228,7.180200245,Music-Wire Steel,5,7383N484,14.62,28.45
9.144,0.9398,51.816,0.5,5.9,0.232283465,1.033248328,Music-Wire Steel,5,7383N539,14.67,28.45
9.144,1.0414,46.99,0.7,7.9,0.38976378,1.733755669,Music-Wire Steel,5,7383N565,14.25,28.45
9.525,1.0414,46.99,0.9,7.8,0.374015748,1.663704935,Zinc-Plated Music-Wire Steel,3,9432K135,7.84,28.58
9.525,1.2446,40.894,1.5,13,0.933070866,4.150505995,Zinc-Plated Music-Wire Steel,3,9432K146,8.57,28.58
11.0998,1.397,43.942,1.5,15,0.885826772,3.940353793,Zinc-Plated Music-Wire Steel,3,9432K159,8.96,28.58
3.048,0.3556,72.898,0.1,1.12,0.023622047,0.105076101,Music-Wire Steel,5,7383N184,10.15,31.75
3.048,0.5588,43.942,0.35,3.89,0.291338583,1.295938581,Music-Wire Steel,5,7383N227,10.15,31.75
4.572,0.3556,126.746,0.07,0.77,0.007874016,0.035025367,Music-Wire Steel,5,7383N237,14.25,31.75
4.572,0.4572,82.804,0.14,1.55,0.027559055,0.122588785,Music-Wire Steel,5,7383N244,14.5,31.75
4.572,0.508,71.12,0.19,2.08,0.047244094,0.210152202,Music-Wire Steel,5,7383N256,14.25,31.75
4.572,0.5588,61.722,0.2,2.6,0.078740157,0.35025367,Music-Wire Steel,5,7383N268,14.5,31.75
6.096,0.4572,118.11,0.11,1.18,0.011811024,0.052538051,Music-Wire Steel,5,7383N342,14.72,31.75
6.096,0.5588,85.09,0.19,2.07,0.035433071,0.157614152,Music-Wire Steel,5,7383N352,14.5,31.75
6.096,0.6604,67.056,0.3,3.3,0.082677165,0.367766354,Music-Wire Steel,5,7383N365,14.25,31.75
6.096,0.7874,54.356,0.5,5.3,0.208661417,0.928172227,Music-Wire Steel,5,7383N399,14.5,31.75
6.096,1.0414,42.672,1.05,11.65,0.964566929,4.290607464,Music-Wire Steel,5,7383N447,14.72,31.75
7.62,0.7874,65.024,0.39,4.39,0.118110236,0.525380506,Music-Wire Steel,5,7383N462,14.7,31.75
7.62,0.9398,53.34,0.65,7.2,0.303149606,1.348476631,Music-Wire Steel,5,7383N474,14.25,31.75
7.62,1.2446,42.418,1.4,15.6,1.334645669,5.936799715,Music-Wire Steel,5,7383N485,14.5,31.75
7.62,1.397,39.624,1.92,21.31,2.492125984,11.08552867,Music-Wire Steel,5,7383N496,13.97,31.75
9.144,0.6604,93.726,0.2,2.25,0.031496063,0.140101468,Music-Wire Steel,5,7383N507,14.7,31.75
9.144,0.8636,65.278,0.43,4.78,0.12992126,0.577918556,Music-Wire Steel,5,7383N524,13.97,31.75
9.144,0.9398,60.706,0.5,5.9,0.18503937,0.823096126,Music-Wire Steel,5,7383N54,14.5,31.75
9.144,0.9906,56.134,0.63,7.02,0.25984252,1.155837113,Music-Wire Steel,5,7383N555,14.5,31.75
9.144,1.0414,54.356,0.7,7.9,0.318897638,1.418527366,Music-Wire Steel,5,7383N566,14.25,31.75
9.525,0.7874,75.438,0.3,3.4,0.070866142,0.315228303,Zinc-Plated Music-Wire Steel,3,9432K127,9.35,31.75
9.525,1.0414,54.864,0.9,7.8,0.299212598,1.330963948,Zinc-Plated Music-Wire Steel,3,9432K136,9.31,31.75
9.525,1.2446,47.244,1.5,13,0.748031496,3.32740987,Zinc-Plated Music-Wire Steel,3,9432K147,9.73,31.75
9.525,1.397,44.45,3.2,19.29,1.316929134,5.857992639,Black-Oxide Music-Wire Steel,6,3114T78,12,31.75
9.525,1.397,46.228,2,21.82,1.37007874,6.094413867,Zinc-Plated Music-Wire Steel,6,9432K62,11.2,31.75
10.668,1.143,51.816,0.82,9.06,0.413385827,1.83883177,Music-Wire Steel,5,7383N661,15.05,31.75
11.0998,1.397,49.784,1.5,15,0.748031496,3.32740987,Zinc-Plated Music-Wire Steel,3,9432K161,8.88,31.75
12.7,0.9398,67.31,0.4,4.4,0.11023622,0.490355139,Music-Wire Steel,5,7383N687,14.93,31.75
8.7376,1.2192,43.688,2.42,8.54,0.633858268,2.819542047,Music-Wire Steel,12,9654K286,23.68,34.04
4.572,0.5588,68.58,0.2,2.6,0.070866142,0.315228303,Music-Wire Steel,5,7383N269,14.72,34.80
7.62,0.9398,60.198,0.65,7.2,0.25984252,1.155837113,Music-Wire Steel,5,7383N475,14.5,34.80
9.144,0.8636,75.438,0.43,4.78,0.106299213,0.472842455,Music-Wire Steel,5,7383N525,14.25,34.80
6.35,0.6604,76.327,0.4,3.41,0.06496063,0.288959278,Black-Oxide Music-Wire Steel,6,3114T46,13.5,34.93
6.35,0.6604,88.265,0.4,3.99,0.066929134,0.29771562,Zinc-Plated Music-Wire Steel,6,9432K29,12.41,34.93
9.525,1.0414,62.23,0.9,7.8,0.251968504,1.120811746,Zinc-Plated Music-Wire Steel,3,9432K137,8.9,34.93
9.525,1.2446,53.086,1.5,13,0.62992126,2.802029364,Zinc-Plated Music-Wire Steel,3,9432K148,9.21,34.93
